mu,xi,sigma,q005,q095
101.54,-0.37502,11.541,97.749,102.16
101.54,-0.36715,11.542,97.66,102.12
101.54,-0.35928,11.543,97.567,102.08
101.54,-0.3514,11.544,97.473,102.05
101.54,-0.34353,11.545,97.377,102.01
101.54,-0.33566,11.546,97.278,101.98
101.54,-0.32779,11.547,97.177,101.94
101.54,-0.31992,11.547,97.073,101.91
101.54,-0.31205,11.548,96.968,101.88
101.54,-0.30418,11.549,96.859,101.85
101.54,-0.29631,11.55,96.748,101.82
101.54,-0.28844,11.55,96.635,101.8
101.54,-0.28057,11.551,96.518,101.77
101.54,-0.2727,11.552,96.399,101.74
101.54,-0.26482,11.552,96.277,101.72
101.54,-0.25695,11.553,96.153,101.7
101.54,-0.24908,11.554,96.025,101.68
101.54,-0.24121,11.554,95.894,101.66
101.54,-0.23334,11.555,95.76,101.64
101.54,-0.22547,11.555,95.623,101.63
101.54,-0.2176,11.556,95.483,101.61
101.54,-0.20973,11.556,95.34,101.6
101.54,-0.20186,11.557,95.193,101.59
101.54,-0.19399,11.557,95.043,101.58
101.54,-0.18612,11.558,94.889,101.57
101.54,-0.17824,11.558,94.731,101.56
101.54,-0.17037,11.558,94.57,101.56
101.54,-0.1625,11.559,94.405,101.55
101.54,-0.15463,11.559,94.236,101.55
101.54,-0.14676,11.559,94.063,101.54
101.54,-0.13889,11.56,93.886,101.54
101.54,-0.13102,11.56,93.705,101.54
101.54,-0.12315,11.56,93.519,101.54
101.54,-0.11528,11.56,93.33,101.54
101.54,-0.10741,11.561,93.135,101.54
101.54,-0.099535,11.561,92.936,101.54
101.54,-0.091665,11.561,92.733,101.54
101.54,-0.083794,11.561,92.524,101.54
101.54,-0.075923,11.561,92.311,101.54
101.54,-0.068052,11.561,92.093,101.54
101.54,-0.060181,11.561,91.869,101.54
101.66,-0.8394,11.489,100.71,104.77
101.66,-0.83153,11.491,100.69,104.73
101.66,-0.82366,11.493,100.66,104.69
101.66,-0.81579,11.495,100.64,104.65
101.66,-0.80792,11.498,100.62,104.62
101.66,-0.80005,11.5,100.59,104.58
101.66,-0.79217,11.502,100.57,104.54
101.66,-0.7843,11.504,100.54,104.5
101.66,-0.77643,11.506,100.51,104.46
101.66,-0.76856,11.508,100.49,104.42
101.66,-0.76069,11.51,100.46,104.38
101.66,-0.75282,11.512,100.43,104.34
101.66,-0.74495,11.513,100.4,104.3
101.66,-0.73708,11.515,100.37,104.26
101.66,-0.72921,11.517,100.34,104.22
101.66,-0.72134,11.519,100.31,104.18
101.66,-0.71347,11.521,100.28,104.13
101.66,-0.70559,11.523,100.24,104.09
101.66,-0.69772,11.524,100.21,104.05
101.66,-0.68985,11.526,100.17,104.01
101.66,-0.68198,11.528,100.14,103.97
101.66,-0.67411,11.53,100.1,103.92
101.66,-0.66624,11.531,100.07,103.88
101.66,-0.65837,11.533,100.03,103.84
101.66,-0.6505,11.535,99.988,103.79
101.66,-0.64263,11.536,99.949,103.75
101.66,-0.63476,11.538,99.908,103.71
101.66,-0.62689,11.539,99.866,103.66
101.66,-0.61901,11.541,99.824,103.62
101.66,-0.61114,11.542,99.78,103.58
101.66,-0.60327,11.544,99.735,103.53
101.66,-0.5954,11.545,99.69,103.49
101.66,-0.58753,11.547,99.643,103.44
101.66,-0.57966,11.548,99.595,103.4
101.66,-0.57179,11.55,99.546,103.35
101.66,-0.56392,11.551,99.495,103.31
101.66,-0.55605,11.552,99.444,103.27
101.66,-0.54818,11.554,99.391,103.22
101.66,-0.54031,11.555,99.337,103.18
101.66,-0.53243,11.556,99.282,103.13
101.66,-0.52456,11.558,99.226,103.09
101.66,-0.51669,11.559,99.168,103.04
101.66,-0.50882,11.56,99.109,103
101.66,-0.50095,11.561,99.048,102.95
101.66,-0.49308,11.562,98.986,102.91
101.66,-0.48521,11.563,98.923,102.86
101.66,-0.47734,11.565,98.858,102.82
101.66,-0.46947,11.566,98.791,102.78
101.66,-0.4616,11.567,98.723,102.73
101.66,-0.45373,11.568,98.653,102.69
101.66,-0.44586,11.569,98.582,102.65
101.66,-0.43798,11.57,98.509,102.6
101.66,-0.43011,11.571,98.434,102.56
101.66,-0.42224,11.572,98.357,102.52
101.66,-0.41437,11.573,98.279,102.48
101.66,-0.4065,11.574,98.199,102.44
101.66,-0.39863,11.575,98.117,102.4
101.66,-0.39076,11.575,98.033,102.36
101.66,-0.38289,11.576,97.947,102.32
101.66,-0.37502,11.577,97.858,102.28
101.66,-0.36715,11.578,97.768,102.24
101.66,-0.35928,11.579,97.676,102.21
101.66,-0.3514,11.579,97.582,102.17
101.66,-0.34353,11.58,97.485,102.13
101.66,-0.33566,11.581,97.386,102.1
101.66,-0.32779,11.582,97.285,102.07
101.66,-0.31992,11.582,97.181,102.03
101.66,-0.31205,11.583,97.075,102
101.66,-0.30418,11.584,96.966,101.97
101.66,-0.29631,11.584,96.855,101.94
101.66,-0.28844,11.585,96.741,101.92
101.66,-0.28057,11.585,96.624,101.89
101.66,-0.2727,11.586,96.505,101.87
101.66,-0.26482,11.586,96.383,101.84
101.66,-0.25695,11.587,96.258,101.82
101.66,-0.24908,11.587,96.13,101.8
101.66,-0.24121,11.588,95.999,101.78
101.66,-0.23334,11.588,95.865,101.76
101.66,-0.22547,11.588,95.727,101.75
101.66,-0.2176,11.589,95.587,101.73
101.66,-0.20973,11.589,95.443,101.72
101.66,-0.20186,11.589,95.296,101.71
101.66,-0.19399,11.59,95.145,101.7
101.66,-0.18612,11.59,94.991,101.69
101.66,-0.17824,11.59,94.833,101.68
101.66,-0.17037,11.59,94.671,101.68
101.66,-0.1625,11.591,94.506,101.67
101.66,-0.15463,11.591,94.337,101.67
101.66,-0.14676,11.591,94.163,101.67
101.66,-0.13889,11.591,93.986,101.66
101.66,-0.13102,11.591,93.804,101.66
101.66,-0.12315,11.591,93.619,101.66
101.66,-0.11528,11.591,93.428,101.66
101.66,-0.10741,11.591,93.234,101.66
101.66,-0.099535,11.591,93.034,101.66
101.66,-0.091665,11.591,92.83,101.66
101.66,-0.083794,11.591,92.622,101.66
101.66,-0.075923,11.591,92.408,101.66
101.66,-0.068052,11.591,92.189,101.66
101.66,-0.060181,11.591,91.965,101.66
101.78,-0.8394,11.534,100.83,104.9
101.78,-0.83153,11.536,100.8,104.86
101.78,-0.82366,11.538,100.78,104.82
101.78,-0.81579,11.54,100.76,104.79
101.78,-0.80792,11.542,100.73,104.75
101.78,-0.80005,11.544,100.71,104.71
101.78,-0.79217,11.546,100.68,104.67
101.78,-0.7843,11.547,100.66,104.63
101.78,-0.77643,11.549,100.63,104.59
101.78,-0.76856,11.551,100.6,104.55
101.78,-0.76069,11.553,100.57,104.51
101.78,-0.75282,11.555,100.54,104.47
101.78,-0.74495,11.556,100.52,104.43
101.78,-0.73708,11.558,100.49,104.39
101.78,-0.72921,11.56,100.45,104.35
101.78,-0.72134,11.562,100.42,104.31
101.78,-0.71347,11.563,100.39,104.26
101.78,-0.70559,11.565,100.36,104.22
101.78,-0.69772,11.566,100.32,104.18
101.78,-0.68985,11.568,100.29,104.14
101.78,-0.68198,11.57,100.25,104.1
101.78,-0.67411,11.571,100.22,104.05
101.78,-0.66624,11.573,100.18,104.01
101.78,-0.65837,11.574,100.14,103.97
101.78,-0.6505,11.576,100.1,103.92
101.78,-0.64263,11.577,100.06,103.88
101.78,-0.63476,11.579,100.02,103.84
101.78,-0.62689,11.58,99.981,103.79
101.78,-0.61901,11.581,99.938,103.75
101.78,-0.61114,11.583,99.894,103.7
101.78,-0.60327,11.584,99.849,103.66
101.78,-0.5954,11.585,99.803,103.61
101.78,-0.58753,11.587,99.757,103.57
101.78,-0.57966,11.588,99.708,103.53
101.78,-0.57179,11.589,99.659,103.48
101.78,-0.56392,11.59,99.609,103.44
101.78,-0.55605,11.592,99.557,103.39
101.78,-0.54818,11.593,99.504,103.35
101.78,-0.54031,11.594,99.45,103.3
101.78,-0.53243,11.595,99.395,103.26
101.78,-0.52456,11.596,99.338,103.21
101.78,-0.51669,11.597,99.28,103.17
101.78,-0.50882,11.598,99.221,103.12
101.78,-0.50095,11.599,99.16,103.08
101.78,-0.49308,11.6,99.098,103.03
101.78,-0.48521,11.601,99.034,102.99
101.78,-0.47734,11.602,98.969,102.94
101.78,-0.46947,11.603,98.903,102.9
101.78,-0.4616,11.604,98.834,102.86
101.78,-0.45373,11.605,98.764,102.81
101.78,-0.44586,11.606,98.693,102.77
101.78,-0.43798,11.607,98.619,102.73
101.78,-0.43011,11.608,98.545,102.69
101.78,-0.42224,11.609,98.468,102.64
101.78,-0.41437,11.609,98.389,102.6
101.78,-0.4065,11.61,98.309,102.56
101.78,-0.39863,11.611,98.226,102.52
101.78,-0.39076,11.612,98.142,102.48
101.78,-0.38289,11.612,98.056,102.44
101.78,-0.37502,11.613,97.968,102.4
101.78,-0.36715,11.614,97.877,102.36
101.78,-0.35928,11.614,97.785,102.33
101.78,-0.3514,11.615,97.69,102.29
101.78,-0.34353,11.615,97.593,102.26
101.78,-0.33566,11.616,97.494,102.22
101.78,-0.32779,11.616,97.392,102.19
101.78,-0.31992,11.617,97.288,102.16
101.78,-0.31205,11.617,97.182,102.13
101.78,-0.30418,11.618,97.073,102.1
101.78,-0.29631,11.618,96.961,102.07
101.78,-0.28844,11.619,96.847,102.04
101.78,-0.28057,11.619,96.73,102.01
101.78,-0.2727,11.62,96.611,101.99
101.78,-0.26482,11.62,96.488,101.96
101.78,-0.25695,11.62,96.363,101.94
101.78,-0.24908,11.621,96.235,101.92
101.78,-0.24121,11.621,96.103,101.9
101.78,-0.23334,11.621,95.969,101.89
101.78,-0.22547,11.621,95.831,101.87
101.78,-0.2176,11.621,95.691,101.85
101.78,-0.20973,11.622,95.546,101.84
101.78,-0.20186,11.622,95.399,101.83
101.78,-0.19399,11.622,95.248,101.82
101.78,-0.18612,11.622,95.093,101.81
101.78,-0.17824,11.622,94.935,101.8
101.78,-0.17037,11.622,94.773,101.8
101.78,-0.1625,11.622,94.607,101.79
101.78,-0.15463,11.622,94.438,101.79
101.78,-0.14676,11.622,94.264,101.79
101.78,-0.13889,11.622,94.086,101.78
101.78,-0.13102,11.622,93.904,101.78
101.78,-0.12315,11.622,93.718,101.78
101.78,-0.11528,11.622,93.527,101.78
101.78,-0.10741,11.622,93.332,101.78
101.78,-0.099535,11.622,93.133,101.78
101.78,-0.091665,11.622,92.928,101.78
101.78,-0.083794,11.622,92.719,101.78
101.78,-0.075923,11.621,92.505,101.78
101.78,-0.068052,11.621,92.286,101.78
101.78,-0.060181,11.621,92.061,101.78
101.9,-0.8394,11.578,100.94,105.03
101.9,-0.83153,11.58,100.92,105
101.9,-0.82366,11.582,100.9,104.96
101.9,-0.81579,11.584,100.87,104.92
101.9,-0.80792,11.586,100.85,104.88
101.9,-0.80005,11.587,100.82,104.84
101.9,-0.79217,11.589,100.8,104.8
101.9,-0.7843,11.591,100.77,104.76
101.9,-0.77643,11.593,100.75,104.72
101.9,-0.76856,11.594,100.72,104.68
101.9,-0.76069,11.596,100.69,104.64
101.9,-0.75282,11.598,100.66,104.6
101.9,-0.74495,11.599,100.63,104.56
101.9,-0.73708,11.601,100.6,104.52
101.9,-0.72921,11.602,100.57,104.48
101.9,-0.72134,11.604,100.54,104.44
101.9,-0.71347,11.605,100.51,104.39
101.9,-0.70559,11.607,100.47,104.35
101.9,-0.69772,11.608,100.44,104.31
101.9,-0.68985,11.61,100.4,104.27
101.9,-0.68198,11.611,100.37,104.22
101.9,-0.67411,11.613,100.33,104.18
101.9,-0.66624,11.614,100.3,104.14
101.9,-0.65837,11.615,100.26,104.09
101.9,-0.6505,11.617,100.22,104.05
101.9,-0.64263,11.618,100.18,104.01
101.9,-0.63476,11.619,100.14,103.96
101.9,-0.62689,11.62,100.1,103.92
101.9,-0.61901,11.622,100.05,103.88
101.9,-0.61114,11.623,100.01,103.83
101.9,-0.60327,11.624,99.964,103.79
101.9,-0.5954,11.625,99.917,103.74
101.9,-0.58753,11.626,99.87,103.7
101.9,-0.57966,11.627,99.822,103.65
101.9,-0.57179,11.629,99.773,103.61
101.9,-0.56392,11.63,99.722,103.56
101.9,-0.55605,11.631,99.671,103.52
101.9,-0.54818,11.632,99.618,103.47
101.9,-0.54031,11.633,99.563,103.43
101.9,-0.53243,11.634,99.508,103.38
101.9,-0.52456,11.635,99.451,103.34
101.9,-0.51669,11.636,99.393,103.29
101.9,-0.50882,11.637,99.333,103.25
101.9,-0.50095,11.637,99.272,103.2
101.9,-0.49308,11.638,99.21,103.16
101.9,-0.48521,11.639,99.146,103.11
101.9,-0.47734,11.64,99.081,103.07
101.9,-0.46947,11.641,99.014,103.03
101.9,-0.4616,11.642,98.946,102.98
101.9,-0.45373,11.642,98.875,102.94
101.9,-0.44586,11.643,98.804,102.89
101.9,-0.43798,11.644,98.73,102.85
101.9,-0.43011,11.644,98.655,102.81
101.9,-0.42224,11.645,98.578,102.77
101.9,-0.41437,11.646,98.499,102.73
101.9,-0.4065,11.646,98.419,102.68
101.9,-0.39863,11.647,98.336,102.64
101.9,-0.39076,11.647,98.252,102.6
101.9,-0.38289,11.648,98.165,102.56
101.9,-0.37502,11.648,98.077,102.53
101.9,-0.36715,11.649,97.986,102.49
101.9,-0.35928,11.649,97.893,102.45
101.9,-0.3514,11.65,97.798,102.41
101.9,-0.34353,11.65,97.701,102.38
101.9,-0.33566,11.651,97.602,102.34
101.9,-0.32779,11.651,97.5,102.31
101.9,-0.31992,11.651,97.396,102.28
101.9,-0.31205,11.652,97.289,102.25
101.9,-0.30418,11.652,97.18,102.22
101.9,-0.29631,11.652,97.068,102.19
101.9,-0.28844,11.653,96.953,102.16
101.9,-0.28057,11.653,96.836,102.13
101.9,-0.2727,11.653,96.716,102.11
101.9,-0.26482,11.653,96.594,102.09
101.9,-0.25695,11.654,96.468,102.06
101.9,-0.24908,11.654,96.34,102.04
101.9,-0.24121,11.654,96.208,102.02
101.9,-0.23334,11.654,96.073,102.01
101.9,-0.22547,11.654,95.935,101.99
101.9,-0.2176,11.654,95.794,101.98
101.9,-0.20973,11.654,95.65,101.96
101.9,-0.20186,11.654,95.502,101.95
101.9,-0.19399,11.654,95.351,101.94
101.9,-0.18612,11.654,95.196,101.93
101.9,-0.17824,11.654,95.037,101.93
101.9,-0.17037,11.654,94.875,101.92
101.9,-0.1625,11.654,94.709,101.91
101.9,-0.15463,11.654,94.539,101.91
101.9,-0.14676,11.654,94.365,101.91
101.9,-0.13889,11.653,94.186,101.91
101.9,-0.13102,11.653,94.004,101.9
101.9,-0.12315,11.653,93.818,101.9
101.9,-0.11528,11.653,93.626,101.9
101.9,-0.10741,11.652,93.431,101.9
101.9,-0.099535,11.652,93.231,101.9
101.9,-0.091665,11.652,93.026,101.9
101.9,-0.083794,11.652,92.816,101.9
101.9,-0.075923,11.651,92.602,101.9
101.9,-0.068052,11.651,92.382,101.9
101.9,-0.060181,11.65,92.157,101.9
102.02,-0.8394,11.623,101.06,105.17
102.02,-0.83153,11.625,101.04,105.13
102.02,-0.82366,11.626,101.01,105.09
102.02,-0.81579,11.628,100.99,105.05
102.02,-0.80792,11.629,100.97,105.01
102.02,-0.80005,11.631,100.94,104.97
102.02,-0.79217,11.633,100.92,104.93
102.02,-0.7843,11.634,100.89,104.89
102.02,-0.77643,11.636,100.86,104.85
102.02,-0.76856,11.637,100.83,104.81
102.02,-0.76069,11.639,100.81,104.77
102.02,-0.75282,11.64,100.78,104.73
102.02,-0.74495,11.642,100.75,104.69
102.02,-0.73708,11.643,100.72,104.65
102.02,-0.72921,11.645,100.69,104.61
102.02,-0.72134,11.646,100.65,104.57
102.02,-0.71347,11.647,100.62,104.52
102.02,-0.70559,11.649,100.59,104.48
102.02,-0.69772,11.65,100.55,104.44
102.02,-0.68985,11.651,100.52,104.4
102.02,-0.68198,11.653,100.48,104.35
102.02,-0.67411,11.654,100.45,104.31
102.02,-0.66624,11.655,100.41,104.27
102.02,-0.65837,11.656,100.37,104.22
102.02,-0.6505,11.657,100.33,104.18
102.02,-0.64263,11.659,100.29,104.14
102.02,-0.63476,11.66,100.25,104.09
102.02,-0.62689,11.661,100.21,104.05
102.02,-0.61901,11.662,100.17,104
102.02,-0.61114,11.663,100.12,103.96
102.02,-0.60327,11.664,100.08,103.91
102.02,-0.5954,11.665,100.03,103.87
102.02,-0.58753,11.666,99.984,103.82
102.02,-0.57966,11.667,99.936,103.78
102.02,-0.57179,11.668,99.886,103.73
102.02,-0.56392,11.669,99.836,103.69
102.02,-0.55605,11.67,99.784,103.64
102.02,-0.54818,11.671,99.731,103.6
102.02,-0.54031,11.671,99.676,103.55
102.02,-0.53243,11.672,99.621,103.51
102.02,-0.52456,11.673,99.564,103.46
102.02,-0.51669,11.674,99.506,103.42
102.02,-0.50882,11.675,99.446,103.37
102.02,-0.50095,11.675,99.385,103.33
102.02,-0.49308,11.676,99.322,103.28
102.02,-0.48521,11.677,99.258,103.24
102.02,-0.47734,11.677,99.193,103.19
102.02,-0.46947,11.678,99.126,103.15
102.02,-0.4616,11.679,99.057,103.11
102.02,-0.45373,11.679,98.987,103.06
102.02,-0.44586,11.68,98.915,103.02
102.02,-0.43798,11.68,98.841,102.98
102.02,-0.43011,11.681,98.766,102.93
102.02,-0.42224,11.681,98.689,102.89
102.02,-0.41437,11.682,98.61,102.85
102.02,-0.4065,11.682,98.529,102.81
102.02,-0.39863,11.683,98.446,102.77
102.02,-0.39076,11.683,98.361,102.73
102.02,-0.38289,11.684,98.275,102.69
102.02,-0.37502,11.684,98.186,102.65
102.02,-0.36715,11.684,98.095,102.61
102.02,-0.35928,11.685,98.002,102.57
102.02,-0.3514,11.685,97.907,102.54
102.02,-0.34353,11.685,97.809,102.5
102.02,-0.33566,11.685,97.71,102.47
102.02,-0.32779,11.686,97.608,102.43
102.02,-0.31992,11.686,97.503,102.4
102.02,-0.31205,11.686,97.396,102.37
102.02,-0.30418,11.686,97.287,102.34
102.02,-0.29631,11.686,97.175,102.31
102.02,-0.28844,11.686,97.06,102.28
102.02,-0.28057,11.687,96.943,102.26
102.02,-0.2727,11.687,96.822,102.23
102.02,-0.26482,11.687,96.699,102.21
102.02,-0.25695,11.687,96.574,102.18
102.02,-0.24908,11.687,96.445,102.16
102.02,-0.24121,11.687,96.313,102.15
102.02,-0.23334,11.687,96.178,102.13
102.02,-0.22547,11.686,96.04,102.11
102.02,-0.2176,11.686,95.898,102.1
102.02,-0.20973,11.686,95.753,102.08
102.02,-0.20186,11.686,95.605,102.07
102.02,-0.19399,11.686,95.453,102.06
102.02,-0.18612,11.686,95.298,102.05
102.02,-0.17824,11.686,95.139,102.05
102.02,-0.17037,11.685,94.977,102.04
102.02,-0.1625,11.685,94.81,102.04
102.02,-0.15463,11.685,94.64,102.03
102.02,-0.14676,11.685,94.465,102.03
102.02,-0.13889,11.684,94.287,102.03
102.02,-0.13102,11.684,94.104,102.02
102.02,-0.12315,11.683,93.917,102.02
102.02,-0.11528,11.683,93.726,102.02
102.02,-0.10741,11.683,93.53,102.02
102.02,-0.099535,11.682,93.329,102.02
102.02,-0.091665,11.682,93.124,102.02
102.02,-0.083794,11.681,92.914,102.02
102.02,-0.075923,11.681,92.699,102.02
102.02,-0.068052,11.68,92.479,102.02
102.02,-0.060181,11.68,92.254,102.02
102.14,-0.8394,11.667,101.18,105.3
102.14,-0.83153,11.669,101.16,105.26
102.14,-0.82366,11.67,101.13,105.22
102.14,-0.81579,11.672,101.11,105.18
102.14,-0.80792,11.673,101.08,105.14
102.14,-0.80005,11.675,101.06,105.1
102.14,-0.79217,11.676,101.03,105.06
102.14,-0.7843,11.677,101.01,105.02
102.14,-0.77643,11.679,100.98,104.98
102.14,-0.76856,11.68,100.95,104.94
102.14,-0.76069,11.682,100.92,104.9
102.14,-0.75282,11.683,100.89,104.86
102.14,-0.74495,11.684,100.86,104.82
102.14,-0.73708,11.685,100.83,104.78
102.14,-0.72921,11.687,100.8,104.74
102.14,-0.72134,11.688,100.77,104.7
102.14,-0.71347,11.689,100.74,104.65
102.14,-0.70559,11.69,100.7,104.61
102.14,-0.69772,11.691,100.67,104.57
102.14,-0.68985,11.693,100.64,104.53
102.14,-0.68198,11.694,100.6,104.48
102.14,-0.67411,11.695,100.56,104.44
102.14,-0.66624,11.696,100.53,104.4
102.14,-0.65837,11.697,100.49,104.35
102.14,-0.6505,11.698,100.45,104.31
102.14,-0.64263,11.699,100.41,104.26
102.14,-0.63476,11.7,100.37,104.22
102.14,-0.62689,11.701,100.32,104.18
102.14,-0.61901,11.702,100.28,104.13
102.14,-0.61114,11.703,100.24,104.09
102.14,-0.60327,11.704,100.19,104.04
102.14,-0.5954,11.704,100.15,104
102.14,-0.58753,11.705,100.1,103.95
102.14,-0.57966,11.706,100.05,103.91
102.14,-0.57179,11.707,100,103.86
102.14,-0.56392,11.708,99.949,103.82
102.14,-0.55605,11.708,99.897,103.77
102.14,-0.54818,11.709,99.844,103.72
102.14,-0.54031,11.71,99.789,103.68
102.14,-0.53243,11.71,99.734,103.63
102.14,-0.52456,11.711,99.677,103.59
102.14,-0.51669,11.712,99.618,103.54
102.14,-0.50882,11.712,99.558,103.5
102.14,-0.50095,11.713,99.497,103.45
102.14,-0.49308,11.714,99.434,103.41
102.14,-0.48521,11.714,99.37,103.36
102.14,-0.47734,11.715,99.304,103.32
102.14,-0.46947,11.715,99.237,103.27
102.14,-0.4616,11.716,99.168,103.23
102.14,-0.45373,11.716,99.098,103.19
102.14,-0.44586,11.716,99.026,103.14
102.14,-0.43798,11.717,98.952,103.1
102.14,-0.43011,11.717,98.876,103.06
102.14,-0.42224,11.718,98.799,103.01
102.14,-0.41437,11.718,98.72,102.97
102.14,-0.4065,11.718,98.639,102.93
102.14,-0.39863,11.718,98.556,102.89
102.14,-0.39076,11.719,98.471,102.85
102.14,-0.38289,11.719,98.384,102.81
102.14,-0.37502,11.719,98.295,102.77
102.14,-0.36715,11.719,98.204,102.73
102.14,-0.35928,11.719,98.111,102.7
102.14,-0.3514,11.72,98.015,102.66
102.14,-0.34353,11.72,97.918,102.62
102.14,-0.33566,11.72,97.818,102.59
102.14,-0.32779,11.72,97.715,102.55
102.14,-0.31992,11.72,97.611,102.52
102.14,-0.31205,11.72,97.504,102.49
102.14,-0.30418,11.72,97.394,102.46
102.14,-0.29631,11.72,97.281,102.43
102.14,-0.28844,11.72,97.167,102.4
102.14,-0.28057,11.72,97.049,102.38
102.14,-0.2727,11.72,96.928,102.35
102.14,-0.26482,11.72,96.805,102.33
102.14,-0.25695,11.72,96.679,102.31
102.14,-0.24908,11.719,96.55,102.29
102.14,-0.24121,11.719,96.418,102.27
102.14,-0.23334,11.719,96.282,102.25
102.14,-0.22547,11.719,96.144,102.23
102.14,-0.2176,11.719,96.002,102.22
102.14,-0.20973,11.718,95.857,102.2
102.14,-0.20186,11.718,95.708,102.19
102.14,-0.19399,11.718,95.556,102.18
102.14,-0.18612,11.717,95.401,102.17
102.14,-0.17824,11.717,95.242,102.17
102.14,-0.17037,11.717,95.079,102.16
102.14,-0.1625,11.716,94.912,102.16
102.14,-0.15463,11.716,94.741,102.15
102.14,-0.14676,11.715,94.566,102.15
102.14,-0.13889,11.715,94.387,102.15
102.14,-0.13102,11.714,94.204,102.15
102.14,-0.12315,11.714,94.017,102.14
102.14,-0.11528,11.713,93.825,102.14
102.14,-0.10741,11.713,93.629,102.14
102.14,-0.099535,11.712,93.428,102.14
102.14,-0.091665,11.711,93.222,102.14
102.14,-0.083794,11.711,93.012,102.14
102.14,-0.075923,11.71,92.796,102.14
102.14,-0.068052,11.71,92.576,102.14
102.14,-0.060181,11.709,92.35,102.14
102.26,-0.8394,11.711,101.3,105.43
102.26,-0.83153,11.713,101.27,105.39
102.26,-0.82366,11.714,101.25,105.35
102.26,-0.81579,11.715,101.22,105.32
102.26,-0.80792,11.717,101.2,105.28
102.26,-0.80005,11.718,101.17,105.24
102.26,-0.79217,11.719,101.15,105.2
102.26,-0.7843,11.72,101.12,105.16
102.26,-0.77643,11.722,101.1,105.12
102.26,-0.76856,11.723,101.07,105.08
102.26,-0.76069,11.724,101.04,105.03
102.26,-0.75282,11.725,101.01,104.99
102.26,-0.74495,11.726,100.98,104.95
102.26,-0.73708,11.727,100.95,104.91
102.26,-0.72921,11.729,100.92,104.87
102.26,-0.72134,11.73,100.89,104.83
102.26,-0.71347,11.731,100.85,104.78
102.26,-0.70559,11.732,100.82,104.74
102.26,-0.69772,11.733,100.79,104.7
102.26,-0.68985,11.734,100.75,104.65
102.26,-0.68198,11.735,100.72,104.61
102.26,-0.67411,11.736,100.68,104.57
102.26,-0.66624,11.737,100.64,104.52
102.26,-0.65837,11.737,100.6,104.48
102.26,-0.6505,11.738,100.56,104.44
102.26,-0.64263,11.739,100.52,104.39
102.26,-0.63476,11.74,100.48,104.35
102.26,-0.62689,11.741,100.44,104.3
102.26,-0.61901,11.742,100.4,104.26
102.26,-0.61114,11.742,100.35,104.21
102.26,-0.60327,11.743,100.31,104.17
102.26,-0.5954,11.744,100.26,104.12
102.26,-0.58753,11.744,100.21,104.08
102.26,-0.57966,11.745,100.16,104.03
102.26,-0.57179,11.746,100.11,103.99
102.26,-0.56392,11.746,100.06,103.94
102.26,-0.55605,11.747,100.01,103.9
102.26,-0.54818,11.748,99.957,103.85
102.26,-0.54031,11.748,99.903,103.8
102.26,-0.53243,11.749,99.847,103.76
102.26,-0.52456,11.749,99.789,103.71
102.26,-0.51669,11.75,99.731,103.67
102.26,-0.50882,11.75,99.671,103.62
102.26,-0.50095,11.75,99.609,103.58
102.26,-0.49308,11.751,99.547,103.53
102.26,-0.48521,11.751,99.482,103.49
102.26,-0.47734,11.752,99.416,103.44
102.26,-0.46947,11.752,99.349,103.4
102.26,-0.4616,11.752,99.28,103.35
102.26,-0.45373,11.753,99.209,103.31
102.26,-0.44586,11.753,99.137,103.27
102.26,-0.43798,11.753,99.063,103.22
102.26,-0.43011,11.753,98.987,103.18
102.26,-0.42224,11.753,98.91,103.14
102.26,-0.41437,11.754,98.83,103.1
102.26,-0.4065,11.754,98.749,103.05
102.26,-0.39863,11.754,98.666,103.01
102.26,-0.39076,11.754,98.581,102.97
102.26,-0.38289,11.754,98.494,102.93
102.26,-0.37502,11.754,98.404,102.89
102.26,-0.36715,11.754,98.313,102.86
102.26,-0.35928,11.754,98.22,102.82
102.26,-0.3514,11.754,98.124,102.78
102.26,-0.34353,11.754,98.026,102.75
102.26,-0.33566,11.754,97.926,102.71
102.26,-0.32779,11.754,97.823,102.68
102.26,-0.31992,11.754,97.718,102.64
102.26,-0.31205,11.754,97.611,102.61
102.26,-0.30418,11.754,97.501,102.58
102.26,-0.29631,11.754,97.388,102.55
102.26,-0.28844,11.753,97.273,102.53
102.26,-0.28057,11.753,97.155,102.5
102.26,-0.2727,11.753,97.035,102.47
102.26,-0.26482,11.753,96.911,102.45
102.26,-0.25695,11.752,96.784,102.43
102.26,-0.24908,11.752,96.655,102.41
102.26,-0.24121,11.752,96.523,102.39
102.26,-0.23334,11.751,96.387,102.37
102.26,-0.22547,11.751,96.248,102.35
102.26,-0.2176,11.751,96.106,102.34
102.26,-0.20973,11.75,95.961,102.33
102.26,-0.20186,11.75,95.812,102.31
102.26,-0.19399,11.749,95.66,102.3
102.26,-0.18612,11.749,95.504,102.3
102.26,-0.17824,11.748,95.344,102.29
102.26,-0.17037,11.748,95.181,102.28
102.26,-0.1625,11.747,95.014,102.28
102.26,-0.15463,11.747,94.842,102.27
102.26,-0.14676,11.746,94.667,102.27
102.26,-0.13889,11.745,94.488,102.27
102.26,-0.13102,11.745,94.305,102.27
102.26,-0.12315,11.744,94.117,102.26
102.26,-0.11528,11.743,93.925,102.26
102.26,-0.10741,11.743,93.728,102.26
102.26,-0.099535,11.742,93.527,102.26
